CombiBarCode+MRP,company,category,brand,BrandForm,SBF,BarCode,UPC,MRP,SLP,RLP,CountOfMRP,Conversion,Combi,Mono,Units
4987176130136_427,GIL,Oral care,ORAL B,OB ProhealthN6+1Free,OB PH Sft N6+1Free,4.98718E+12,20,427,341.59,355.83,1,Singles,4987176130136_427_Singles,1,1
4987176130143_427,GIL,Oral care,ORAL B,OB ProhealthN6+1Free,OB PH Med N6+1Free,4.98718E+12,20,427,341.59,355.83,1,Singles,4987176130143_427_Singles,1,1
4987176130945_244,GIL,Oral care,ORAL B,Power Oral Care,OB CAPH Power Refill Sft,4.98718E+12,12,244,195.19,203.33,3,Singles,4987176130945_244_Singles,1,1
4987176130945_245,GIL,Oral care,ORAL B,Power Oral Care,OB CAPH Power Refill Sft,4.98718E+12,12,245,195.99,204.16,3,Singles,4987176130945_245_Singles,1,1
4987176130945_266,GIL,Oral care,ORAL B,Power Oral Care,OB CAPH Power Refill Sft,4.98718E+12,12,266,212.79,221.66,3,Singles,4987176130945_266_Singles,1,1
4987176131539_1799,GIL,Oral care,ORAL B,OB POC Handle,OB POC VitalityCA BL,4.98718E+12,6,1799,1488.78,1550.86,1,Singles,4987176131539_1799_Singles,1,1
4987176132383_649,PGHP,Skin Care,Olay,Moisturizing Lotion,Olay Mst Lot 150ml,4.98718E+12,12,649,519.18,540.83,1,Singles,4987176132383_649_Singles,1,1
4987176132383_649,PGHP,Skin Care,Olay,Moisturizing Lotion,Olay Mst Lot 150ml,4.98718E+12,12,649,541.76,564.35,1,Singles,4987176132383_649_Singles,1,1
4987176134226_800,PGHP,Fabric & Home Care,Tide,Tide Ultra Machine,Tide Ultra 3in1 5kg,4.98718E+12,5,800,495.47,516.13,4,Singles,4987176134226_800_Singles,1,1
4987176134226_830,PGHP,Fabric & Home Care,Tide,Tide Ultra Machine,Tide Ultra 3in1 5kg,4.98718E+12,5,830,514.05,535.49,4,Singles,4987176134226_830_Singles,1,1
4987176134226_870,PGHP,Fabric & Home Care,Tide,Tide Ultra Machine,Tide Ultra 3in1 5kg,4.98718E+12,5,870,538.82,561.29,4,Singles,4987176134226_870_Singles,1,1
4987176134226_905,PGHP,Fabric & Home Care,Tide,Tide Ultra Machine,Tide Ultra 3in1 5kg,4.98718E+12,5,905,560.5,583.87,4,Singles,4987176134226_905_Singles,1,1
4987176135001_2623,PGHP,Baby Care,Pampers,Pampers Pants-Big Packs-Holi,AB Pants MD Box Pk,4.98718E+12,1,2623,1936.92,2017.69,3,Singles,4987176135001_2623_Singles,1,1
4987176135001_2716,PGHP,Baby Care,Pampers,Pampers Pants-Big Packs-Holi,AB Pants MD Box Pk,4.98718E+12,1,2716,2005.6,2089.23,3,Singles,4987176135001_2716_Singles,1,1
4987176135001_2771,PGHP,Baby Care,Pampers,Pampers Pants-Big Packs-Holi,AB Pants MD Box Pk,4.98718E+12,1,2771,1900.05,1979.28,3,Singles,4987176135001_2771_Singles,1,1
4987176135025_2623,PGHP,Baby Care,Pampers,Pampers Pants-Big Packs-Holi,AB Pants LG Box Pk,4.98718E+12,1,2623,1936.92,2017.69,4,Singles,4987176135025_2623_Singles,1,1
4987176135025_2716,PGHP,Baby Care,Pampers,Pampers Pants-Big Packs-Holi,AB Pants LG Box Pk,4.98718E+12,1,2716,2005.6,2089.23,4,Singles,4987176135025_2716_Singles,1,1
4987176135025_2771,PGHP,Baby Care,Pampers,Pampers Pants-Big Packs-Holi,AB Pants LG Box Pk,4.98718E+12,1,2771,1900.05,1979.28,4,Singles,4987176135025_2771_Singles,1,1
4987176135025_2898,PGHP,Baby Care,Pampers,Pampers Pants-Big Packs-Holi,AB Pants LG Box Pk,4.98718E+12,1,2898,2139.99,2229.23,4,Singles,4987176135025_2898_Singles,1,1
4987176135049_2716,PGHP,Baby Care,Pampers,Pampers Pants-Big Packs-Holi,AB Pants XL Box Pk,4.98718E+12,1,2716,2005.6,2089.23,2,Singles,4987176135049_2716_Singles,1,1
4987176135049_2771,PGHP,Baby Care,Pampers,Pampers Pants-Big Packs-Holi,AB Pants XL Box Pk,4.98718E+12,1,2771,1900.05,1979.28,2,Singles,4987176135049_2771_Singles,1,1
4987176135087_1574,PGHP,Baby Care,Pampers,Pampers Pants-Big Packs-Holi,AB PANTS MEGA NB off pack DM,4.98718E+12,3,1574,1248.75,1300.82,1,Singles,4987176135087_1574_Singles,1,1
4987176135124_1574,PGHP,Baby Care,Pampers,Pampers Pants-Big Packs-Holi,AB PANTS MEGA MD OFF PACK,4.98718E+12,3,1574,1248.75,1300.82,1,Singles,4987176135124_1574_Singles,1,1
4987176135209_795,PGHP,Baby Care,Pampers,Pampers Pants-Big Packs-Holi,AB Pants SM Jumbo PM,4.98718E+12,6,795,635.98,662.5,1,Singles,4987176135209_795_Singles,1,1
4987176135209_795,PGHP,Baby Care,Pampers,Pampers Pants-Big Packs-Holi,AB Pants SM Jumbo PM DM,4.98718E+12,6,795,635.98,662.5,1,Singles,4987176135209_795_Singles,1,1
4987176135247_795,PGHP,Baby Care,Pampers,Pampers Pants-Big Packs-Holi,AB Pants MD Jumbo PM,4.98718E+12,6,795,635.98,662.5,1,Singles,4987176135247_795_Singles,1,1
4987176135285_1358,PGHP,Baby Care,Pampers,Pampers Pants-Big Packs-Holi,AB Pants XL Sup Jumbo PM,4.98718E+12,4,1358,1042.91,1086.4,2,Singles,4987176135285_1358_Singles,1,1
4987176135285_1399,PGHP,Baby Care,Pampers,Pampers Pants-Big Packs-Holi,AB Pants XL Sup Jumbo PM,4.98718E+12,4,1399,1074.4,1119.2,2,Singles,4987176135285_1399_Singles,1,1
4987176135346_1159,PGHP,Baby Care,Pampers,Pampers Pants-Big Packs-Holi,AB Pants NB Sup Jumbo PM,4.98718E+12,4,1159,890.08,927.2,4,Singles,4987176135346_1159_Singles,1,1
4987176135346_1217,PGHP,Baby Care,Pampers,Pampers Pants-Big Packs-Holi,AB Pants NB Sup Jumbo PM,4.98718E+12,4,1217,934.63,973.6,4,Singles,4987176135346_1217_Singles,1,1
4987176135346_1264,PGHP,Baby Care,Pampers,Pampers Pants-Big Packs-Holi,AB Pants NB Sup Jumbo PM,4.98718E+12,4,1264,970.72,1011.2,4,Singles,4987176135346_1264_Singles,1,1
4987176135346_1299,PGHP,Baby Care,Pampers,Pampers Pants-Big Packs-Holi,AB Pants NB Sup Jumbo PM,4.98718E+12,4,1299,997.6,1039.2,4,Singles,4987176135346_1299_Singles,1,1
4987176135360_1249,PGHP,Baby Care,Pampers,Pampers Pants-Big Packs-Holi,AB Pants SM Sup Jumbo PM,4.98718E+12,4,1249,959.2,999.2,4,Singles,4987176135360_1249_Singles,1,1
4987176135360_1311,PGHP,Baby Care,Pampers,Pampers Pants-Big Packs-Holi,AB Pants SM Sup Jumbo PM,4.98718E+12,4,1311,1006.82,1048.8,4,Singles,4987176135360_1311_Singles,1,1
4987176135360_1358,PGHP,Baby Care,Pampers,Pampers Pants-Big Packs-Holi,AB Pants SM Sup Jumbo PM,4.98718E+12,4,1358,1042.91,1086.4,4,Singles,4987176135360_1358_Singles,1,1
4987176135360_1449,PGHP,Baby Care,Pampers,Pampers Pants-Big Packs-Holi,AB Pants SM Sup Jumbo PM,4.98718E+12,4,1449,1112.8,1159.2,4,Singles,4987176135360_1449_Singles,1,1
4987176135384_1311,PGHP,Baby Care,Pampers,Pampers Pants-Big Packs-Holi,AB Pants MD Sup Jumbo PM,4.98718E+12,4,1311,1006.82,1048.8,4,Singles,4987176135384_1311_Singles,1,1
4987176135384_1358,PGHP,Baby Care,Pampers,Pampers Pants-Big Packs-Holi,AB Pants MD Sup Jumbo PM,4.98718E+12,4,1358,1042.91,1086.4,4,Singles,4987176135384_1358_Singles,1,1
4987176135384_1399,PGHP,Baby Care,Pampers,Pampers Pants-Big Packs-Holi,AB Pants MD Sup Jumbo PM,4.98718E+12,4,1399,1074.4,1119.2,4,Singles,4987176135384_1399_Singles,1,1
4987176135384_1449,PGHP,Baby Care,Pampers,Pampers Pants-Big Packs-Holi,AB Pants MD Sup Jumbo PM,4.98718E+12,4,1449,1112.8,1159.2,4,Singles,4987176135384_1449_Singles,1,1
4987176135407_1358,PGHP,Baby Care,Pampers,Pampers Pants-Big Packs-Holi,AB Pants LG Sup Jumbo PM,4.98718E+12,4,1358,1042.91,1086.4,2,Singles,4987176135407_1358_Singles,1,1
4987176135407_1399,PGHP,Baby Care,Pampers,Pampers Pants-Big Packs-Holi,AB Pants LG Sup Jumbo PM,4.98718E+12,4,1399,1074.4,1119.2,2,Singles,4987176135407_1399_Singles,1,1
4987176135506_1311,PGHP,Baby Care,Pampers,Pampers Pants-Big Packs-Holi,AB XXL Sup Jumbo,4.98718E+12,4,1311,1006.82,1048.8,3,Singles,4987176135506_1311_Singles,1,1
4987176135506_1358,PGHP,Baby Care,Pampers,Pampers Pants-Big Packs-Holi,AB XXL Sup Jumbo,4.98718E+12,4,1358,1042.91,1086.4,3,Singles,4987176135506_1358_Singles,1,1
4987176135506_1399,PGHP,Baby Care,Pampers,Pampers Pants-Big Packs-Holi,AB XXL Sup Jumbo,4.98718E+12,4,1399,1074.4,1119.2,3,Singles,4987176135506_1399_Singles,1,1
4987176135841_180,GIL,Grooming,Gillette Presto Intl,Presto3,Presto 3 5+1,4.98718E+12,100,180,135.84,141.5,2,Singles,4987176135841_180_Singles,1,1
4987176135841_199,GIL,Grooming,Gillette Presto Intl,Presto3,Presto 3 5+1,4.98718E+12,100,199,150.18,156.44,2,Singles,4987176135841_199_Singles,1,1
4987176136046_327,PGHP,Baby Care,Pampers,Pampers Imax,Pampers SM Econ Pk,4.98718E+12,12,327,272.97,284.35,2,Singles,4987176136046_327_Singles,1,1
4987176136046_349,PGHP,Baby Care,Pampers,Pampers Imax,Pampers SM Econ Pk,4.98718E+12,12,349,291.33,303.48,2,Singles,4987176136046_349_Singles,1,1
4987176136053_702,PGHP,Baby Care,Pampers,Pampers Imax,Pampers SM Value Pk,4.98718E+12,6,702,586,610.44,1,Singles,4987176136053_702_Singles,1,1
4987176136060_83,PGHP,Baby Care,Pampers,Pampers Imax,Pampers SM 5s,4.98718E+12,72,83,69.28,72.17,1,Singles,4987176136060_83_Singles,1,1
4987176136077_345,PGHP,Baby Care,Pampers,Pampers Imax,Pampers MD Econ Pk,4.98718E+12,12,345,287.99,300,1,Singles,4987176136077_345_Singles,1,1
4987176136084_1077,PGHP,Baby Care,Pampers,Pampers Imax,Pampers MD Jumbo Pk,4.98718E+12,4,1077,899.03,936.52,3,Singles,4987176136084_1077_Singles,1,1
4987176136084_1149,PGHP,Baby Care,Pampers,Pampers Imax,Pampers MD Jumbo Pk,4.98718E+12,4,1149,959.14,999.14,3,Singles,4987176136084_1149_Singles,1,1
4987176136084_1217,PGHP,Baby Care,Pampers,Pampers Imax,Pampers MD Jumbo Pk,4.98718E+12,4,1217,1015.9,1058.26,3,Singles,4987176136084_1217_Singles,1,1
4987176136091_84,PGHP,Baby Care,Pampers,Pampers Imax,Pampers MD 5s,4.98718E+12,36,84,70.12,73.04,2,Singles,4987176136091_84_Singles,1,1
4987176136091_90,PGHP,Baby Care,Pampers,Pampers Imax,Pampers MD 5s,4.98718E+12,36,90,75.13,78.26,2,Singles,4987176136091_90_Singles,1,1
4987176136107_355,PGHP,Baby Care,Pampers,Pampers Imax,Pampers LG Econ Pk,4.98718E+12,12,355,296.34,308.7,1,Singles,4987176136107_355_Singles,1,1
4987176136114_92,PGHP,Baby Care,Pampers,Pampers Imax,Pampers LG 5s,4.98718E+12,36,92,76.8,80,1,Singles,4987176136114_92_Singles,1,1
4987176136121_1077,PGHP,Baby Care,Pampers,Pampers Imax,Pampers LG Jumbo Pk,4.98718E+12,4,1077,899.03,936.52,1,Singles,4987176136121_1077_Singles,1,1
4987176137425_1893,PGHP,Baby Care,Pampers,Pampers Pants-Big Packs-Holi,AB PANTS MEGA FC MD,4.98718E+12,1,1893,1172.4,1221.29,1,Singles,4987176137425_1893_Singles,1,1
4987176137500_92,PGHP,Baby Care,Pampers,Pampers Pants-Mid Packs-Holi,BLUE Pants Regs NB,4.98718E+12,40,92,73.6,76.67,2,Singles,4987176137500_92_Singles,1,1
4987176137500_93,PGHP,Baby Care,Pampers,Pampers Pants-Mid Packs-Holi,BLUE Pants Regs NB,4.98718E+12,40,93,74.4,77.5,2,Singles,4987176137500_93_Singles,1,1
4987176137524_92,PGHP,Baby Care,Pampers,Pampers Pants-Mid Packs-Holi,BLUE Pants Regs SM,4.98718E+12,40,92,73.6,76.67,2,Singles,4987176137524_92_Singles,1,1
4987176137524_93,PGHP,Baby Care,Pampers,Pampers Pants-Mid Packs-Holi,BLUE Pants Regs SM,4.98718E+12,40,93,74.4,77.5,2,Singles,4987176137524_93_Singles,1,1
4987176137548_92,PGHP,Baby Care,Pampers,Pampers Pants-Mid Packs-Holi,BLUE Pants Regs MD,4.98718E+12,40,92,73.6,76.67,2,Singles,4987176137548_92_Singles,1,1
4987176137548_98,PGHP,Baby Care,Pampers,Pampers Pants-Mid Packs-Holi,BLUE Pants Regs MD,4.98718E+12,40,98,78.4,81.67,2,Singles,4987176137548_98_Singles,1,1
4987176137562_92,PGHP,Baby Care,Pampers,Pampers Pants-Mid Packs-Holi,BLUE Pants Regs LG,4.98718E+12,40,92,73.6,76.67,2,Singles,4987176137562_92_Singles,1,1
4987176137562_98,PGHP,Baby Care,Pampers,Pampers Pants-Mid Packs-Holi,BLUE Pants Regs LG,4.98718E+12,40,98,78.4,81.67,2,Singles,4987176137562_98_Singles,1,1
4987176137586_149,PGHP,Baby Care,Pampers,Pampers Pants-Mid Packs-Holi,BLUE Pants Regs XL,4.98718E+12,40,149,119.2,124.17,1,Singles,4987176137586_149_Singles,1,1
4987176138163_244,PGHC,Personal Care (OS),Old Spice,Old Spice After Shave,ASL LIME 150ML,4.98718E+12,24,244,209.14,217.86,1,Singles,4987176138163_244_Singles,1,1
4987176138842_66,GIL,Oral care,ORAL B,OB Sensitive,OB SENS UT,4.98718E+12,120,66,52.8,55,1,Singles,4987176138842_66_Singles,1,1
4987176138859_150,GIL,Oral care,ORAL B,OB Sensitive,OB Sens UT B2G2,4.98718E+12,48,150,120,125,1,Singles,4987176138859_150_Singles,1,1
4987176138873_151,GIL,Oral care,ORAL B,OB Sensitive,OB Sens UT Tulsi B2G1,4.98718E+12,48,151,120.8,125.84,1,Singles,4987176138873_151_Singles,1,1
4987176139122_399,GIL,Female Hair Removal,Venus,Venus Snap,Venus Snap 1UP,4.98718E+12,24,399,335.99,350,1,Singles,4987176139122_399_Singles,1,1
4987176140647_73,PGHP,Fabric & Home Care,Tide,Tide Base Bags,Tide Plus JR 550G C,4.98718E+12,48,73,64.89,67.6,1,Singles,4987176140647_73_Singles,1,1
4987176140661_73,PGHP,Fabric & Home Care,Tide,Tide Base Bags,Tide Plus LM 550G C,4.98718E+12,48,73,64,66.67,1,Singles,4987176140661_73_Singles,1,1
4987176140685_146,PGHP,Fabric & Home Care,Tide,Tide Base Bags,Tide Plus JR 1100g C,4.98718E+12,24,146,128,133.34,1,Singles,4987176140685_146_Singles,1,1
4987176140708_146,PGHP,Fabric & Home Care,Tide,Tide Base Bags,Tide Plus LM 1100g C,4.98718E+12,24,146,128,133.34,1,Singles,4987176140708_146_Singles,1,1
4987176140708_146,PGHP,Fabric & Home Care,Tide,Tide Base Bags,Tide Plus LM 1100g C,4.98718E+12,24,146,129.77,135.18,1,Singles,4987176140708_146_Singles,1,1
4987176141705_186,PGHP,Baby Care,Pampers,Pampers Pants-Mid Packs-Holi,BLUE Pants Econs LG DM,4.98718E+12,18,186,148.8,155,1,Singles,4987176141705_186_Singles,1,1
4987176141729_186,PGHP,Baby Care,Pampers,Pampers Pants-Mid Packs-Holi,BLUE Pants Econs MD DM,4.98718E+12,18,186,148.8,155,1,Singles,4987176141729_186_Singles,1,1
4987176141743_186,PGHP,Baby Care,Pampers,Pampers Pants-Mid Packs-Holi,BLUE Pants Econs SM,4.98718E+12,18,186,148.8,155,2,Singles,4987176141743_186_Singles,1,1
4987176141743_186,PGHP,Baby Care,Pampers,Pampers Pants-Mid Packs-Holi,BLUE Pants Econs SM,4.98718E+12,24,186,148.8,155,2,Singles,4987176141743_186_Singles,1,1
4987176141743_196,PGHP,Baby Care,Pampers,Pampers Pants-Mid Packs-Holi,BLUE Pants Econs SM,4.98718E+12,24,196,156.79,163.33,2,Singles,4987176141743_196_Singles,1,1
4987176141743_186,PGHP,Baby Care,Pampers,Pampers Pants-Mid Packs-Holi,BLUE Pants Econs SM DM,4.98718E+12,18,186,148.8,155,1,Singles,4987176141743_186_Singles,1,1
4987176141767_186,PGHP,Baby Care,Pampers,Pampers Pants-Mid Packs-Holi,BLUE Pants Econs NB,4.98718E+12,18,186,148.8,155,2,Singles,4987176141767_186_Singles,1,1
4987176141767_186,PGHP,Baby Care,Pampers,Pampers Pants-Mid Packs-Holi,BLUE Pants Econs NB,4.98718E+12,24,186,148.8,155,2,Singles,4987176141767_186_Singles,1,1
4987176141767_196,PGHP,Baby Care,Pampers,Pampers Pants-Mid Packs-Holi,BLUE Pants Econs NB,4.98718E+12,24,196,156.79,163.33,2,Singles,4987176141767_196_Singles,1,1
4987176141781_280,PGHP,Baby Care,Pampers,Pampers Pants-Mid Packs-Holi,BLUE Pants Econs XXL,4.98718E+12,24,280,223.99,233.33,1,Singles,4987176141781_280_Singles,1,1
4987176141880_374,PGHP,Baby Care,Pampers,Pampers Pants-Mid Packs-Holi,BLUE Pants Value NB,4.98718E+12,12,374,299.19,311.67,1,Singles,4987176141880_374_Singles,1,1
4987176143358_270,PGHP,Fabric & Home Care,Tide,Tide Base Bags,Tide SHS JR 2Kg,4.98718E+12,12,270,239.99,250,3,Singles,4987176143358_270_Singles,1,1
4987176143358_280,PGHP,Fabric & Home Care,Tide,Tide Base Bags,Tide SHS JR 2Kg,4.98718E+12,12,280,248.88,259.26,3,Singles,4987176143358_280_Singles,1,1
4987176143358_285,PGHP,Fabric & Home Care,Tide,Tide Base Bags,Tide SHS JR 2Kg,4.98718E+12,12,285,253.33,263.89,3,Singles,4987176143358_285_Singles,1,1
4987176143365_270,PGHP,Fabric & Home Care,Tide,Tide Base Bags,Tide SHS LM 2Kg,4.98718E+12,12,270,239.99,250,3,Singles,4987176143365_270_Singles,1,1
4987176143365_280,PGHP,Fabric & Home Care,Tide,Tide Base Bags,Tide SHS LM 2Kg,4.98718E+12,12,280,248.88,259.26,3,Singles,4987176143365_280_Singles,1,1
4987176143365_285,PGHP,Fabric & Home Care,Tide,Tide Base Bags,Tide SHS LM 2Kg,4.98718E+12,12,285,253.33,263.89,3,Singles,4987176143365_285_Singles,1,1
4987176143808_399,PGHP,Fabric & Home Care,Ariel Liquid,Ariel Matic Liquid,Ariel Liq2L+500ml TL,4.98718E+12,4,399,354.66,369.45,4,Singles,4987176143808_399_Singles,1,1
4987176143808_419,PGHP,Fabric & Home Care,Ariel Liquid,Ariel Matic Liquid,Ariel Liq2L+500ml TL,4.98718E+12,4,419,372.43,387.96,4,Singles,4987176143808_419_Singles,1,1
4987176143808_535,PGHP,Fabric & Home Care,Ariel Liquid,Ariel Matic Liquid,Ariel Liq2L+500ml TL,4.98718E+12,4,535,475.54,495.37,4,Singles,4987176143808_535_Singles,1,1
4987176143808_537,PGHP,Fabric & Home Care,Ariel Liquid,Ariel Matic Liquid,Ariel Liq2L+500ml TL,4.98718E+12,4,537,477.32,497.22,4,Singles,4987176143808_537_Singles,1,1
4987176143822_123,PGHP,Fabric & Home Care,Ariel Liquid,Ariel Matic Liquid,Ariel Liq 500ml TL,4.98718E+12,12,123,109.33,113.89,2,Singles,4987176143822_123_Singles,1,1
4987176143822_145,PGHP,Fabric & Home Care,Ariel Liquid,Ariel Matic Liquid,Ariel Liq 500ml TL,4.98718E+12,12,145,128.88,134.25,2,Singles,4987176143822_145_Singles,1,1
4987176143839_138,PGHP,Fabric & Home Care,Ariel Liquid,Ariel Matic Liquid,Ariel Liq 500ml FL,4.98718E+12,12,138,122.66,127.77,3,Singles,4987176143839_138_Singles,1,1
4987176143839_148,PGHP,Fabric & Home Care,Ariel Liquid,Ariel Matic Liquid,Ariel Liq 500ml FL,4.98718E+12,12,148,131.55,137.04,3,Singles,4987176143839_148_Singles,1,1
4987176143839_155,PGHP,Fabric & Home Care,Ariel Liquid,Ariel Matic Liquid,Ariel Liq 500ml FL,4.98718E+12,12,155,137.77,143.52,3,Singles,4987176143839_155_Singles,1,1
4987176143860_342,PGHP,Fabric & Home Care,Ariel,Ariel Base Bags,Ariel Comp 1.5kg+Liq,4.98718E+12,16,342,303.99,316.67,1,Singles,4987176143860_342_Singles,1,1
4987176143860_369,PGHP,Fabric & Home Care,Ariel,Ariel Base Bags,Ariel Comp 1.5kg+LiqA,4.98718E+12,16,369,327.99,341.67,1,Singles,4987176143860_369_Singles,1,1
4987176143891_1298,PGHP,Skin Care,Olay,Total Effects Cream,NA Day50g+TE Ngt50g,4.98718E+12,6,1298,1083.52,1128.7,1,Singles,4987176143891_1298_Singles,1,1
4987176144393_999,GIL,Oral care,ORAL B,Power Oral Care,OB CAPH Power DB400 Brush,4.98718E+12,12,999,826.73,861.2,1,Singles,4987176144393_999_Singles,1,1
4987176145857_239,PGHC,Fem Care,Whisper Ultra,Whisper Ultra Clean,whspr Rangeela RTM,4.98718E+12,20,239,154.33,160.77,1,Singles,4987176145857_239_Singles,1,1
4987176145888_0,PGHP,Fabric & Home Care,Tide,Tide Bar,Tide Blue Bar Rs10,4.98718E+12,72,0,0.01,0.01,1,Singles,4987176145888_0_Singles,1,1
4987176147226_51,PGHC,Health Care,Vaporub Xtra Strong,Vaporub Xtra Strong,VAPORUB XTRA STRONG 10ML,4.98718E+12,540,51,40.85,42.55,1,Singles,4987176147226_51_Singles,1,1
4987176147318_117,PGHC,Health Care,Vaporub Xtra Strong,Vaporub Xtra Strong,VAPORUB XTRA STRONG 25ML,4.98718E+12,216,117,93.72,97.63,1,Singles,4987176147318_117_Singles,1,1
4987176147349_201,PGHC,Health Care,Vaporub Xtra Strong,Vaporub Xtra Strong,VAPORUB XTRA STRONG 50ML,4.98718E+12,140,201,161.01,167.72,1,Singles,4987176147349_201_Singles,1,1
4987176148049_999,GIL,Grooming,Fusion,ProGlide Flexbal Rzr,ProGlide Styler,4.98718E+12,24,999,856.26,891.97,1,Singles,4987176148049_999_Singles,1,1
4987176148728_120,GIL,Oral care,ORAL B,OB Kids,OB Kids Tom&Jerry2s,4.98718E+12,72,120,96,100,1,Singles,4987176148728_120_Singles,1,1
4987176148933_10,PGHC,Fem Care,Whisper Choice,Whisper Choice XL,whspr Choice XL 4s,4.98718E+12,100,10,8.65,9.01,1,Singles,4987176148933_10_Singles,1,1
4987176148988_413,PGHP,Hair Care,H&S,H&S 2-in-1 Bottle,H&S 2in1 AHF 400 ml,4.98718E+12,30,413,360.42,375.45,3,Singles,4987176148988_413_Singles,1,1
4987176148988_444,PGHP,Hair Care,H&S,H&S 2-in-1 Bottle,H&S 2in1 AHF 400 ml,4.98718E+12,30,444,387.48,403.64,3,Singles,4987176148988_444_Singles,1,1
4987176148988_458,PGHP,Hair Care,H&S,H&S 2-in-1 Bottle,H&S 2in1 AHF 400 ml,4.98718E+12,30,458,399.7,416.37,3,Singles,4987176148988_458_Singles,1,1
4987176149176_196,PGHP,Baby Care,Pampers,Pampers Pants-Mid Packs-Dlite,RED Pants Econs XL,4.98718E+12,24,196,156.79,163.33,1,Singles,4987176149176_196_Singles,1,1
4987176149794_400,GIL,Oral care,ORAL B,OB Sensitive,OB Sens UT 6+1,4.98718E+12,20,400,333.66,347.57,1,Singles,4987176149794_400_Singles,1,1
4987176150462_1299,GIL,Grooming,Mach-3 Turbo,Turbo Mach-3 Cart,Turbo Cart 8s CSD,4.98718E+12,36,1299,1123.42,1170.27,1,Singles,4987176150462_1299_Singles,1,1
4987176150479_799,GIL,Grooming,Mach-3 Turbo,Turbo Mach-3 Cart,Turbo Sen Cart 4s,4.98718E+12,48,799,691,719.81,1,Singles,4987176150479_799_Singles,1,1
4987176150486_399,GIL,Grooming,Mach-3 Turbo,Turbo Mach-3 Cart,Turbo Sen Cart 2s,4.98718E+12,72,399,345.07,359.46,2,Singles,4987176150486_399_Singles,1,1
4987176150486_425,GIL,Grooming,Mach-3 Turbo,Turbo Mach-3 Cart,Turbo Sen Cart 2s,4.98718E+12,72,425,367.56,382.89,2,Singles,4987176150486_425_Singles,1,1
4987176150493_849,GIL,Grooming,Gillette Mach3,Mach-3 Start Cart,Mach 3 Start Cart 8s,4.98718E+12,36,849,734.25,764.87,1,Singles,4987176150493_849_Singles,1,1
4987176150516_1049,GIL,Grooming,Gillette Mach3,Mach-3 Cart,Mach 3 Cart 8s CSD,4.98718E+12,36,1049,907.21,945.04,1,Singles,4987176150516_1049_Singles,1,1
4987176150530_1330,GIL,Grooming,Gillette Mach3,Mach3 Carts eC,Mach3 Crts 10s eC,4.98718E+12,24,1330,1139.96,1187.5,1,Singles,4987176150530_1330_Singles,1,1
4987176150578_71,GIL,Personal Care (GIL),Gillette,Gillette Shaving Crm,Cream GIL Reg 93gm,4.98718E+12,96,71,60.86,63.4,1,Singles,4987176150578_71_Singles,1,1
4987176150578_71,GIL,Personal Care (GIL),Gillette,Gillette Shaving Crm,Cream GIL Reg 93gm,4.98718E+12,96,71,61.01,63.55,1,Singles,4987176150578_71_Singles,1,1
4987176150585_71,GIL,Personal Care (GIL),Gillette,Gillette Shaving Crm,Cream GIL Lime 93gm,4.98718E+12,96,71,60.86,63.4,1,Singles,4987176150585_71_Singles,1,1
4987176150950_25,GIL,Grooming,Guard,Guard Razor,Guard Razor HTH,4.98718E+12,540,25,20,20,1,Singles,4987176150950_25_Singles,1,1
4987176150950_125,GIL,Grooming,Guard,Guard Razor,Guard Razor SBD,4.98718E+12,108,125,94.99,98.95,1,Singles,4987176150950_125_Singles,1,1
4987176150998_186,PGHC,Health Care,Vaporub,Vaporub,Vaporub PODS 10s,4.98718E+12,36,186,148.8,155,2,Singles,4987176150998_186_Singles,1,1
4987176150998_199,PGHC,Health Care,Vaporub,Vaporub,Vaporub PODS 10s,4.98718E+12,36,199,159.19,165.83,2,Singles,4987176150998_199_Singles,1,1
4987176151650_130,GIL,Grooming,7 O Clock PII,Other System Rzr,7 o Clock PII Razor,4.98718E+12,144,130,111.43,116.08,1,Singles,4987176151650_130_Singles,1,1
4987176151667_200,GIL,Grooming,Guard,Guard3 Carts,Guard3 Cart 6s,4.98718E+12,128,200,158.67,165.29,1,Singles,4987176151667_200_Singles,1,1
4987176152084_774,PGHP,Hair Care,Pantene,Pantene 2in1 Bottles,PNTN 2IN1 HFC 675ML,4.98718E+12,12,774,663.41,691.07,2,Singles,4987176152084_774_Singles,1,1
4987176152084_888,PGHP,Hair Care,Pantene,Pantene 2in1 Bottles,PNTN 2IN1 HFC 675ML,4.98718E+12,12,888,761.12,792.86,2,Singles,4987176152084_888_Singles,1,1
4987176152091_774,PGHP,Hair Care,Pantene,Pantene 2in1 Bottles,PNTN 2IN1 SS 675ML,4.98718E+12,12,774,663.41,691.07,4,Singles,4987176152091_774_Singles,1,1
4987176152091_849,PGHP,Hair Care,Pantene,Pantene 2in1 Bottles,PNTN 2IN1 SS 675ML,4.98718E+12,12,849,727.69,758.03,4,Singles,4987176152091_849_Singles,1,1
4987176152091_888,PGHP,Hair Care,Pantene,Pantene 2in1 Bottles,PNTN 2IN1 SS 675ML,4.98718E+12,12,888,761.12,792.86,4,Singles,4987176152091_888_Singles,1,1
4987176152091_999,PGHP,Hair Care,Pantene,Pantene 2in1 Bottles,PNTN 2IN1 SS 675ML,4.98718E+12,12,999,856.26,891.97,4,Singles,4987176152091_999_Singles,1,1
